X,Y,X',Y'
0,0.5296496817,0.01666666667,0.004541732628
0.083,0.5189694184,0.01666666667,0.004486245085
0.166,0.4704081584,0.01666666667,0.00544623086
0.25,0.3852676435,0.01666666667,0.007874716588
0.333,0.2733664088,0.01666666667,0.01060137569
0.416,0.1427311952,0.01666666667,0.01341731849
0.5,0.001328719659,0.01666666667,0.002806420417
0.583,-0.1445040663,0.01666666667,0.03067184734
0.666,-0.2782806893,0.01666666667,0.1123662729
0.75,-0.3924562335,0.01666666667,0.05840592666
0.833,-0.4786856756,0.01666666667,0.01714428186
0.916,-0.5303065135,0.01666666667,0.005517006078
1,-0.5454329169,0.01666666667,0.004619930845
1.083,-0.5218790187,0.01666666667,0.004708254603
1.166,-0.4606103764,0.01666666667,0.006120727839
1.25,-0.3656494804,0.01666666667,0.007570674452
1.333,-0.2456604296,0.01666666667,0.008736509192
1.416,-0.1084395102,0.01666666667,0.008918472516
1.5,0.03637827963,0.01666666667,0.009799907872
1.583,0.1778659456,0.01666666667,0.01278802032
1.666,0.3035541798,0.01666666667,0.01515835939
1.75,0.4060315218,0.01666666667,0.02033868871
1.833,0.4788584776,0.01666666667,0.04290588036
1.916,0.5164184146,0.01666666667,0.01322243816
2,0.5153546323,0.01666666667,0.005273893592
2.083,0.4759372197,0.01666666667,0.008062985111
2.166,0.401155055,0.01666666667,0.009234889889
2.25,0.2961444381,0.01666666667,0.009269693905
2.333,0.1671997255,0.01666666667,0.008699531758
2.416,0.02854317738,0.01666666667,0.007957996017
2.5,-0.117719562,0.01666666667,0.008822147227
2.583,-0.2559409734,0.01666666667,0.009389068014
2.666,-0.3749209565,0.01666666667,0.009526325452
2.75,-0.4680962539,0.01666666667,0.008896545117
2.833,-0.5284218391,0.01666666667,0.006743115877
2.916,-0.5521532855,0.01666666667,0.004651834105
3,-0.5374500838,0.01666666667,0.02796144341
3.083,-0.4852704091,0.01666666667,0.05167249474
3.166,-0.3968768647,0.01666666667,0.02477040376
3.25,-0.2825683378,0.01666666667,0.01771907857
3.333,-0.1485006037,0.01666666667,0.01343298475
3.416,-0.003614376585,0.01666666667,0.007275448567
3.5,0.1372653437,0.01666666667,0.009147247983
3.583,0.2684555098,0.01666666667,0.007998096288
3.666,0.3759984257,0.01666666667,0.006794143336
3.75,0.4578770343,0.01666666667,0.005491990608
3.833,0.5041220499,0.01666666667,0.004405713067
3.916,0.5132440092,0.01666666667,0.004455655271
4,0.4840304935,0.01666666667,0.007263574443
4.083,0.4174139806,0.01666666667,0.02086558654
4.166,0.3198942819,0.01666666667,0.07370801495
4.25,0.1976727141,0.01666666667,0.08567249597
4.333,0.06217590225,0.01666666667,0.02432472473
4.416,-0.08108547591,0.01666666667,0.01612889971
4.5,-0.218393167,0.01666666667,0.01237018727
4.583,-0.3401068909,0.01666666667,0.008833456788
4.666,-0.4389532232,0.01666666667,0.00634493068
4.75,-0.5066533242,0.01666666667,0.004686516104
4.833,-0.5392782665,0.01666666667,0.00458998088
4.916,-0.5329130311,0.01666666667,0.004558274656
5,-0.4893135918,0.01666666667,0.005979340649
