X Y X' Y'
0 1.367663236 0.01666666667 0.002058251645
0.083 1.350957836 0.01666666667 0.003593639081
0.167 1.273068298 0.01666666667 0.007159659653
0.25 1.136832114 0.01666666667 0.01201715345
0.333 0.9356196729 0.01666666667 0.01690413755
0.417 0.6836372394 0.01666666667 0.0202911411
0.5 0.3903350834 0.01666666667 0.02096813144
0.583 0.07770999133 0.01666666667 0.01811950566
0.667 -0.248801736 0.01666666667 0.02035509619
0.75 -0.5579116188 0.01666666667 0.02179307749
0.833 -0.8421386423 0.01666666667 0.01932534504
0.917 -1.074575236 0.01666666667 0.01464974937
1 -1.248197211 0.01666666667 0.009906034953
1.083 -1.366557257 0.01666666667 0.005585364742
1.167 -1.421449419 0.01666666667 0.001942699744
1.25 -1.410826518 0.01666666667 0.002970450265
1.333 -1.340443238 0.01666666667 0.006527937641
1.417 -1.208333319 0.01666666667 0.01154133916
1.5 -1.004788044 0.01666666667 0.01686721679
1.583 -0.7498236261 0.01666666667 0.02108038847
1.667 -0.4456607137 0.01666666667 0.02184385713
1.75 -0.1239693727 0.01666666667 0.0191245401
1.833 0.1959570854 0.01666666667 0.01917917788
1.917 0.494792453 0.01666666667 0.02012832933
2.002 0.7643375308 0.01666666667 0.0182285598
2.085 0.9859855893 0.01666666667 0.01456836699
2.168 1.155498256 0.01666666667 0.01009306027
2.252 1.272265465 0.01666666667 0.006052383424
2.335 1.334197112 0.01666666667 0.002411561016
2.418 1.318973525 0.01666666667 0.003258892916
2.502 1.257044227 0.01666666667 0.006359136648
2.585 1.130782163 0.01666666667 0.01090257181
2.668 0.9535547594 0.01666666667 0.01553871663
2.752 0.7098793211 0.01666666667 0.01943098992
2.835 0.4344303214 0.01666666667 0.020966563
2.918 0.114768375 0.01666666667 0.0185959867
3.002 -0.2017332511 0.01666666667 0.01938852537
3.085 -0.5077814866 0.01666666667 0.02170617067
3.168 -0.798775777 0.01666666667 0.01935552698
3.252 -1.025848467 0.01666666667 0.01513076723
3.335 -1.210869447 0.01666666667 0.01085110661
3.418 -1.341261527 0.01666666667 0.006105438907
3.502 -1.400239906 0.01666666667 0.002408800459
3.585 -1.399631068 0.01666666667 0.002539385369
3.668 -1.337774446 0.01666666667 0.006256202533
3.752 -1.204971206 0.01666666667 0.01115176288
3.835 -1.014735902 0.01666666667 0.01585777358
3.918 -0.7730854878 0.01666666667 0.02025702746
4.002 -0.476581583 0.01666666667 0.02193284406
4.085 -0.1565894443 0.01666666667 0.01917130757
4.168 0.1551127922 0.01666666667 0.01867422204
4.252 0.4621901678 0.01666666667 0.02052288789
4.335 0.7356979085 0.01666666667 0.01868721081
4.418 0.9565391974 0.01666666667 0.01479993492
4.502 1.135681608 0.01666666667 0.01049847201
4.585 1.251186461 0.01666666667 0.006018371962
4.668 1.310888079 0.01666666667 0.002759650501
4.752 1.307317161 0.01666666667 0.002960985622
4.835 1.247701159 0.01666666667 0.006230521318
4.918 1.124129052 0.01666666667 0.01064511936
5.002 0.9493019692 0.01666666667 0.01520186405
5.085 0.7146706188 0.01666666667 0.01914601998
5.168 0.4425915235 0.01666666667 0.02036468597
5.252 0.1333896738 0.01666666667 0.01900297966
5.335 -0.1988663156 0.01666666667 0.01960160763
5.418 -0.491400819 0.01666666667 0.02082884377
5.502 -0.7808012469 0.01666666667 0.01961103883
5.585 -1.013986333 0.01666666667 0.01531434365
5.668 -1.195644702 0.01666666667 0.01044501809
5.752 -1.31517382 0.01666666667 0.005806608538
5.835 -1.37078984 0.01666666667 0.00266743226
5.918 -1.377818444 0.01666666667 0.002536616008
6.002 -1.311706264 0.01666666667 0.006689063724
